-1.000000	1.#INF00
-1.000000	1.#INF00
-1.000000	-1.#IND00
-1.000000	1.#INF00
-1.000000	1.#INF00
-1.000000	-1.#IND00
-1.000000	-1.#IND00
-1.000000	-1.#IND00
-1.000000	-1.#IND00
-1.000000	-1.#IND00
-1.000000	-1.#IND00
-1.000000	-1.#IND00
-1.000000	-1.#IND00
-1.000000	-1.#IND00
-1.000000	-1.#IND00
-1.000000	1.#INF00
-1.000000	1.#INF00
-1.000000	1.#INF00
-1.000000	1.#INF00
-1.000000	1.#INF00
-1.000000	1.#INF00
-1.000000	1.#INF00
-1.000000	1.#INF00
-1.000000	-1.#IND00
-1.000000	1.#INF00
-1.000000	1.#INF00
-1.000000	1.#INF00
-1.000000	1.#INF00
-1.000000	1.#INF00
-1.000000	-1.#IND00
-1.000000	1.#INF00
-1.000000	1.#INF00
-1.000000	1.#INF00
-1.000000	1.#INF00
-1.000000	1.#INF00
-1.000000	1.#INF00
-1.000000	1.#INF00
-1.000000	1.#INF00
-1.000000	1.#INF00
-1.000000	1.#INF00
-1.000000	-1.#IND00
-1.000000	-1.#IND00
-1.000000	-1.#IND00
-1.000000	-1.#IND00
-1.000000	-1.#IND00
-1.000000	-1.#IND00
-1.000000	-1.#IND00
-1.000000	1.#INF00
-1.000000	1.#INF00
-1.000000	1.#INF00
